iteration,idxS,idxE,S,E,P,overlap,overlap_score,overlap_density,real_overlap
806,12,37,100010,101001,001011,10-0--,3,0.5,True
807,12,38,100010,010011,110001,--001-,3,0.5,False
808,12,39,100010,100111,000101,100-1-,4,0.6666666666666666,True
809,12,40,100010,001111,101101,-0--1-,2,0.3333333333333333,False
810,12,41,100010,011110,111100,----10,2,0.3333333333333333,False
811,12,42,100010,111101,011111,1-----,1,0.16666666666666666,True
812,12,43,100010,111010,011000,1--010,4,0.6666666666666666,True
813,12,44,100010,110101,010111,1-0---,2,0.3333333333333333,True
814,12,45,100010,101010,001000,10-010,5,0.8333333333333334,True
815,12,46,100010,010101,110111,--0---,1,0.16666666666666666,False
816,12,47,100010,101011,001001,10-01-,4,0.6666666666666666,True
817,12,48,100010,010111,110101,--0-1-,2,0.3333333333333333,False
818,12,49,100010,101110,001100,10--10,4,0.6666666666666666,True
819,12,50,100010,011101,111111,------,0,0.0,False
820,12,51,100010,111011,011001,1--01-,3,0.5,True
821,12,52,100010,110110,010100,1-0-10,4,0.6666666666666666,True
822,12,53,100010,101101,001111,10----,2,0.3333333333333333,True
823,12,54,100010,011011,111001,---01-,2,0.3333333333333333,False
824,12,55,100010,110111,010101,1-0-1-,3,0.5,True
825,12,56,100010,101111,001101,10--1-,3,0.5,True
826,12,57,100010,011111,111101,----1-,1,0.16666666666666666,False
827,12,58,100010,111111,011101,1---1-,2,0.3333333333333333,True
828,12,59,100010,111110,011100,1---10,3,0.5,True
829,12,60,100010,111100,011110,1----0,2,0.3333333333333333,True
830,12,61,100010,111000,011010,1--0-0,3,0.5,True
831,12,62,100010,110000,010010,1-00-0,4,0.6666666666666666,True
832,12,63,100010,100000,000010,1000-0,5,0.8333333333333334,True
833,13,0,000101,000000,000101,000-0-,4,0.6666666666666666,False
834,13,1,000101,000001,000100,000-01,5,0.8333333333333334,True
835,13,2,000101,000010,000111,000---,3,0.5,False
836,13,3,000101,000100,000001,00010-,5,0.8333333333333334,False
837,13,4,000101,001000,001101,00--0-,3,0.5,False
838,13,5,000101,010000,010101,0-0-0-,3,0.5,False
839,13,6,000101,100001,100100,-00-01,4,0.6666666666666666,True
840,13,7,000101,000011,000110,000--1,4,0.6666666666666666,True
841,13,8,000101,000110,000011,0001--,4,0.6666666666666666,False
842,13,9,000101,001100,001001,00-10-,4,0.6666666666666666,False
843,13,10,000101,011000,011101,0---0-,2,0.3333333333333333,False
844,13,11,000101,110001,110100,--0-01,3,0.5,True
845,13,12,000101,100010,100111,-00---,2,0.3333333333333333,False
846,13,13,000101,000101,000000,000101,6,1.0,True
847,13,14,000101,001010,001111,00----,2,0.3333333333333333,False
848,13,15,000101,010100,010001,0-010-,4,0.6666666666666666,False
849,13,16,000101,101000,101101,-0--0-,2,0.3333333333333333,False
850,13,17,000101,010001,010100,0-0-01,4,0.6666666666666666,True
851,13,18,000101,100011,100110,-00--1,3,0.5,True
852,13,19,000101,000111,000010,0001-1,5,0.8333333333333334,True
853,13,20,000101,001110,001011,00-1--,3,0.5,False
854,13,21,000101,011100,011001,0--10-,3,0.5,False
855,13,22,000101,111001,111100,----01,2,0.3333333333333333,True
856,13,23,000101,110010,110111,--0---,1,0.16666666666666666,False
857,13,24,000101,100100,100001,-0010-,4,0.6666666666666666,False
858,13,25,000101,001001,001100,00--01,4,0.6666666666666666,True
859,13,26,000101,010010,010111,0-0---,2,0.3333333333333333,False
860,13,27,000101,100101,100000,-00101,5,0.8333333333333334,True
861,13,28,000101,001011,001110,00---1,3,0.5,True
862,13,29,000101,010110,010011,0-01--,3,0.5,False
863,13,30,000101,101100,101001,-0-10-,3,0.5,False
864,13,31,000101,011001,011100,0---01,3,0.5,True
865,13,32,000101,110011,110110,--0--1,2,0.3333333333333333,True
866,13,33,000101,100110,100011,-001--,3,0.5,False
867,13,34,000101,001101,001000,00-101,5,0.8333333333333334,True
868,13,35,000101,011010,011111,0-----,1,0.16666666666666666,False
869,13,36,000101,110100,110001,--010-,3,0.5,False
870,13,37,000101,101001,101100,-0--01,3,0.5,True
871,13,38,000101,010011,010110,0-0--1,3,0.5,True
872,13,39,000101,100111,100010,-001-1,4,0.6666666666666666,True
873,13,40,000101,001111,001010,00-1-1,4,0.6666666666666666,True
874,13,41,000101,011110,011011,0--1--,2,0.3333333333333333,False
875,13,42,000101,111101,111000,---101,3,0.5,True
876,13,43,000101,111010,111111,------,0,0.0,False
877,13,44,000101,110101,110000,--0101,4,0.6666666666666666,True
878,13,45,000101,101010,101111,-0----,1,0.16666666666666666,False
879,13,46,000101,010101,010000,0-0101,5,0.8333333333333334,True
880,13,47,000101,101011,101110,-0---1,2,0.3333333333333333,True
881,13,48,000101,010111,010010,0-01-1,4,0.6666666666666666,True
882,13,49,000101,101110,101011,-0-1--,2,0.3333333333333333,False
883,13,50,000101,011101,011000,0--101,4,0.6666666666666666,True
884,13,51,000101,111011,111110,-----1,1,0.16666666666666666,True
885,13,52,000101,110110,110011,--01--,2,0.3333333333333333,False
886,13,53,000101,101101,101000,-0-101,4,0.6666666666666666,True
887,13,54,000101,011011,011110,0----1,2,0.3333333333333333,True
888,13,55,000101,110111,110010,--01-1,3,0.5,True
889,13,56,000101,101111,101010,-0-1-1,3,0.5,True
890,13,57,000101,011111,011010,0--1-1,3,0.5,True
891,13,58,000101,111111,111010,---1-1,2,0.3333333333333333,True
892,13,59,000101,111110,111011,---1--,1,0.16666666666666666,False
893,13,60,000101,111100,111001,---10-,2,0.3333333333333333,False
894,13,61,000101,111000,111101,----0-,1,0.16666666666666666,False
895,13,62,000101,110000,110101,--0-0-,2,0.3333333333333333,False
896,13,63,000101,100000,100101,-00-0-,3,0.5,False
897,14,0,001010,000000,001010,00-0-0,4,0.6666666666666666,False
898,14,1,001010,000001,001011,00-0--,3,0.5,False
899,14,2,001010,000010,001000,00-010,5,0.8333333333333334,False
900,14,3,001010,000100,001110,00---0,3,0.5,False
901,14,4,001010,001000,000010,0010-0,5,0.8333333333333334,False
902,14,5,001010,010000,011010,0--0-0,3,0.5,False
903,14,6,001010,100001,101011,-0-0--,2,0.3333333333333333,False
904,14,7,001010,000011,001001,00-01-,4,0.6666666666666666,False
905,14,8,001010,000110,001100,00--10,4,0.6666666666666666,False
906,14,9,001010,001100,000110,001--0,4,0.6666666666666666,False
907,14,10,001010,011000,010010,0-10-0,4,0.6666666666666666,False
908,14,11,001010,110001,111011,---0--,1,0.16666666666666666,False
909,14,12,001010,100010,101000,-0-010,4,0.6666666666666666,False
910,14,13,001010,000101,001111,00----,2,0.3333333333333333,False
911,14,14,001010,001010,000000,001010,6,1.0,False
912,14,15,001010,010100,011110,0----0,2,0.3333333333333333,False
913,14,16,001010,101000,100010,-010-0,4,0.6666666666666666,False
914,14,17,001010,010001,011011,0--0--,2,0.3333333333333333,False
915,14,18,001010,100011,101001,-0-01-,3,0.5,False
916,14,19,001010,000111,001101,00--1-,3,0.5,False
917,14,20,001010,001110,000100,001-10,5,0.8333333333333334,False
918,14,21,001010,011100,010110,0-1--0,3,0.5,False
919,14,22,001010,111001,110011,--10--,2,0.3333333333333333,False
920,14,23,001010,110010,111000,---010,3,0.5,False
921,14,24,001010,100100,101110,-0---0,2,0.3333333333333333,False
922,14,25,001010,001001,000011,0010--,4,0.6666666666666666,False
923,14,26,001010,010010,011000,0--010,4,0.6666666666666666,False
924,14,27,001010,100101,101111,-0----,1,0.16666666666666666,False
925,14,28,001010,001011,000001,00101-,5,0.8333333333333334,False
926,14,29,001010,010110,011100,0---10,3,0.5,False
927,14,30,001010,101100,100110,-01--0,3,0.5,False
928,14,31,001010,011001,010011,0-10--,3,0.5,False
929,14,32,001010,110011,111001,---01-,2,0.3333333333333333,False
930,14,33,001010,100110,101100,-0--10,3,0.5,False
931,14,34,001010,001101,000111,001---,3,0.5,False
932,14,35,001010,011010,010000,0-1010,5,0.8333333333333334,False
933,14,36,001010,110100,111110,-----0,1,0.16666666666666666,False
934,14,37,001010,101001,100011,-010--,3,0.5,False
935,14,38,001010,010011,011001,0--01-,3,0.5,False
936,14,39,001010,100111,101101,-0--1-,2,0.3333333333333333,False
937,14,40,001010,001111,000101,001-1-,4,0.6666666666666666,False
938,14,41,001010,011110,010100,0-1-10,4,0.6666666666666666,False
939,14,42,001010,111101,110111,--1---,1,0.16666666666666666,False
940,14,43,001010,111010,110000,--1010,4,0.6666666666666666,False
941,14,44,001010,110101,111111,------,0,0.0,False
942,14,45,001010,101010,100000,-01010,5,0.8333333333333334,False
943,14,46,001010,010101,011111,0-----,1,0.16666666666666666,False
944,14,47,001010,101011,100001,-0101-,4,0.6666666666666666,False
945,14,48,001010,010111,011101,0---1-,2,0.3333333333333333,False
946,14,49,001010,101110,100100,-01-10,4,0.6666666666666666,False
947,14,50,001010,011101,010111,0-1---,2,0.3333333333333333,False
948,14,51,001010,111011,110001,--101-,3,0.5,False
949,14,52,001010,110110,111100,----10,2,0.3333333333333333,False
950,14,53,001010,101101,100111,-01---,2,0.3333333333333333,False
951,14,54,001010,011011,010001,0-101-,4,0.6666666666666666,False
952,14,55,001010,110111,111101,----1-,1,0.16666666666666666,False
953,14,56,001010,101111,100101,-01-1-,3,0.5,False
954,14,57,001010,011111,010101,0-1-1-,3,0.5,False
955,14,58,001010,111111,110101,--1-1-,2,0.3333333333333333,False
956,14,59,001010,111110,110100,--1-10,3,0.5,False
957,14,60,001010,111100,110110,--1--0,2,0.3333333333333333,False
958,14,61,001010,111000,110010,--10-0,3,0.5,False
959,14,62,001010,110000,111010,---0-0,2,0.3333333333333333,False
960,14,63,001010,100000,101010,-0-0-0,3,0.5,False
961,15,0,010100,000000,010100,0-0-00,4,0.6666666666666666,False
962,15,1,010100,000001,010101,0-0-0-,3,0.5,False
963,15,2,010100,000010,010110,0-0--0,3,0.5,False
964,15,3,010100,000100,010000,0-0100,5,0.8333333333333334,False
965,15,4,010100,001000,011100,0---00,3,0.5,False
966,15,5,010100,010000,000100,010-00,5,0.8333333333333334,False
967,15,6,010100,100001,110101,--0-0-,2,0.3333333333333333,False
968,15,7,010100,000011,010111,0-0---,2,0.3333333333333333,False
969,15,8,010100,000110,010010,0-01-0,4,0.6666666666666666,False
970,15,9,010100,001100,011000,0--100,4,0.6666666666666666,False
971,15,10,010100,011000,001100,01--00,4,0.6666666666666666,False
972,15,11,010100,110001,100101,-10-0-,3,0.5,False
973,15,12,010100,100010,110110,--0--0,2,0.3333333333333333,False
974,15,13,010100,000101,010001,0-010-,4,0.6666666666666666,False
975,15,14,010100,001010,011110,0----0,2,0.3333333333333333,False
976,15,15,010100,010100,000000,010100,6,1.0,False
977,15,16,010100,101000,111100,----00,2,0.3333333333333333,False
978,15,17,010100,010001,000101,010-0-,4,0.6666666666666666,False
979,15,18,010100,100011,110111,--0---,1,0.16666666666666666,False
980,15,19,010100,000111,010011,0-01--,3,0.5,False
981,15,20,010100,001110,011010,0--1-0,3,0.5,False
982,15,21,010100,011100,001000,01-100,5,0.8333333333333334,False
983,15,22,010100,111001,101101,-1--0-,2,0.3333333333333333,False
984,15,23,010100,110010,100110,-10--0,3,0.5,False
985,15,24,010100,100100,110000,--0100,4,0.6666666666666666,False
986,15,25,010100,001001,011101,0---0-,2,0.3333333333333333,False
987,15,26,010100,010010,000110,010--0,4,0.6666666666666666,False
988,15,27,010100,100101,110001,--010-,3,0.5,False
989,15,28,010100,001011,011111,0-----,1,0.16666666666666666,False
990,15,29,010100,010110,000010,0101-0,5,0.8333333333333334,False
991,15,30,010100,101100,111000,---100,3,0.5,False
992,15,31,010100,011001,001101,01--0-,3,0.5,False
993,15,32,010100,110011,100111,-10---,2,0.3333333333333333,False
994,15,33,010100,100110,110010,--01-0,3,0.5,False
995,15,34,010100,001101,011001,0--10-,3,0.5,False
996,15,35,010100,011010,001110,01---0,3,0.5,False
997,15,36,010100,110100,100000,-10100,5,0.8333333333333334,False
998,15,37,010100,101001,111101,----0-,1,0.16666666666666666,False
999,15,38,010100,010011,000111,010---,3,0.5,False
1000,15,39,010100,100111,110011,--01--,2,0.3333333333333333,False
1001,15,40,010100,001111,011011,0--1--,2,0.3333333333333333,False
1002,15,41,010100,011110,001010,01-1-0,4,0.6666666666666666,False
1003,15,42,010100,111101,101001,-1-10-,3,0.5,False
1004,15,43,010100,111010,101110,-1---0,2,0.3333333333333333,False
1005,15,44,010100,110101,100001,-1010-,4,0.6666666666666666,False
1006,15,45,010100,101010,111110,-----0,1,0.16666666666666666,False
1007,15,46,010100,010101,000001,01010-,5,0.8333333333333334,False
1008,15,47,010100,101011,111111,------,0,0.0,False
1009,15,48,010100,010111,000011,0101--,4,0.6666666666666666,False
1010,15,49,010100,101110,111010,---1-0,2,0.3333333333333333,False
1011,15,50,010100,011101,001001,01-10-,4,0.6666666666666666,False
1012,15,51,010100,111011,101111,-1----,1,0.16666666666666666,False
1013,15,52,010100,110110,100010,-101-0,4,0.6666666666666666,False
1014,15,53,010100,101101,111001,---10-,2,0.3333333333333333,False
1015,15,54,010100,011011,001111,01----,2,0.3333333333333333,False
1016,15,55,010100,110111,100011,-101--,3,0.5,False
1017,15,56,010100,101111,111011,---1--,1,0.16666666666666666,False
1018,15,57,010100,011111,001011,01-1--,3,0.5,False
1019,15,58,010100,111111,101011,-1-1--,2,0.3333333333333333,False
1020,15,59,010100,111110,101010,-1-1-0,3,0.5,False
1021,15,60,010100,111100,101000,-1-100,4,0.6666666666666666,False
1022,15,61,010100,111000,101100,-1--00,3,0.5,False
1023,15,62,010100,110000,100100,-10-00,4,0.6666666666666666,False
1024,15,63,010100,100000,110100,--0-00,3,0.5,False
1025,16,0,101000,000000,101000,-0-000,4,0.6666666666666666,False
1026,16,1,101000,000001,101001,-0-00-,3,0.5,False
1027,16,2,101000,000010,101010,-0-0-0,3,0.5,False
1028,16,3,101000,000100,101100,-0--00,3,0.5,False
1029,16,4,101000,001000,100000,-01000,5,0.8333333333333334,False
1030,16,5,101000,010000,111000,---000,3,0.5,False
1031,16,6,101000,100001,001001,10-00-,4,0.6666666666666666,True
1032,16,7,101000,000011,101011,-0-0--,2,0.3333333333333333,False
1033,16,8,101000,000110,101110,-0---0,2,0.3333333333333333,False
1034,16,9,101000,001100,100100,-01-00,4,0.6666666666666666,False
1035,16,10,101000,011000,110000,--1000,4,0.6666666666666666,False
1036,16,11,101000,110001,011001,1--00-,3,0.5,True
1037,16,12,101000,100010,001010,10-0-0,4,0.6666666666666666,True
1038,16,13,101000,000101,101101,-0--0-,2,0.3333333333333333,False
1039,16,14,101000,001010,100010,-010-0,4,0.6666666666666666,False
1040,16,15,101000,010100,111100,----00,2,0.3333333333333333,False
1041,16,16,101000,101000,000000,101000,6,1.0,True
1042,16,17,101000,010001,111001,---00-,2,0.3333333333333333,False
1043,16,18,101000,100011,001011,10-0--,3,0.5,True
1044,16,19,101000,000111,101111,-0----,1,0.16666666666666666,False
1045,16,20,101000,001110,100110,-01--0,3,0.5,False
1046,16,21,101000,011100,110100,--1-00,3,0.5,False
1047,16,22,101000,111001,010001,1-100-,4,0.6666666666666666,True
1048,16,23,101000,110010,011010,1--0-0,3,0.5,True
1049,16,24,101000,100100,001100,10--00,4,0.6666666666666666,True
1050,16,25,101000,001001,100001,-0100-,4,0.6666666666666666,False
1051,16,26,101000,010010,111010,---0-0,2,0.3333333333333333,False
1052,16,27,101000,100101,001101,10--0-,3,0.5,True
1053,16,28,101000,001011,100011,-010--,3,0.5,False
1054,16,29,101000,010110,111110,-----0,1,0.16666666666666666,False
1055,16,30,101000,101100,000100,101-00,5,0.8333333333333334,True
1056,16,31,101000,011001,110001,--100-,3,0.5,False
1057,16,32,101000,110011,011011,1--0--,2,0.3333333333333333,True
1058,16,33,101000,100110,001110,10---0,3,0.5,True
1059,16,34,101000,001101,100101,-01-0-,3,0.5,False
1060,16,35,101000,011010,110010,--10-0,3,0.5,False
1061,16,36,101000,110100,011100,1---00,3,0.5,True
1062,16,37,101000,101001,000001,10100-,5,0.8333333333333334,True
1063,16,38,101000,010011,111011,---0--,1,0.16666666666666666,False
1064,16,39,101000,100111,001111,10----,2,0.3333333333333333,True
1065,16,40,101000,001111,100111,-01---,2,0.3333333333333333,False
1066,16,41,101000,011110,110110,--1--0,2,0.3333333333333333,False
1067,16,42,101000,111101,010101,1-1-0-,3,0.5,True
1068,16,43,101000,111010,010010,1-10-0,4,0.6666666666666666,True
1069,16,44,101000,110101,011101,1---0-,2,0.3333333333333333,True
1070,16,45,101000,101010,000010,1010-0,5,0.8333333333333334,True
1071,16,46,101000,010101,111101,----0-,1,0.16666666666666666,False
1072,16,47,101000,101011,000011,1010--,4,0.6666666666666666,True
1073,16,48,101000,010111,111111,------,0,0.0,False
1074,16,49,101000,101110,000110,101--0,4,0.6666666666666666,True
1075,16,50,101000,011101,110101,--1-0-,2,0.3333333333333333,False
1076,16,51,101000,111011,010011,1-10--,3,0.5,True
1077,16,52,101000,110110,011110,1----0,2,0.3333333333333333,True
1078,16,53,101000,101101,000101,101-0-,4,0.6666666666666666,True
1079,16,54,101000,011011,110011,--10--,2,0.3333333333333333,False
1080,16,55,101000,110111,011111,1-----,1,0.16666666666666666,True
1081,16,56,101000,101111,000111,101---,3,0.5,True
1082,16,57,101000,011111,110111,--1---,1,0.16666666666666666,False
1083,16,58,101000,111111,010111,1-1---,2,0.3333333333333333,True
1084,16,59,101000,111110,010110,1-1--0,3,0.5,True
1085,16,60,101000,111100,010100,1-1-00,4,0.6666666666666666,True
1086,16,61,101000,111000,010000,1-1000,5,0.8333333333333334,True
1087,16,62,101000,110000,011000,1--000,4,0.6666666666666666,True
1088,16,63,101000,100000,001000,10-000,5,0.8333333333333334,True
1089,17,0,010001,000000,010001,0-000-,4,0.6666666666666666,False
1090,17,1,010001,000001,010000,0-0001,5,0.8333333333333334,True
1091,17,2,010001,000010,010011,0-00--,3,0.5,False
1092,17,3,010001,000100,010101,0-0-0-,3,0.5,False
1093,17,4,010001,001000,011001,0--00-,3,0.5,False
1094,17,5,010001,010000,000001,01000-,5,0.8333333333333334,False
1095,17,6,010001,100001,110000,--0001,4,0.6666666666666666,True
1096,17,7,010001,000011,010010,0-00-1,4,0.6666666666666666,True
1097,17,8,010001,000110,010111,0-0---,2,0.3333333333333333,False
1098,17,9,010001,001100,011101,0---0-,2,0.3333333333333333,False
1099,17,10,010001,011000,001001,01-00-,4,0.6666666666666666,False
1100,17,11,010001,110001,100000,-10001,5,0.8333333333333334,True
1101,17,12,010001,100010,110011,--00--,2,0.3333333333333333,False
1102,17,13,010001,000101,010100,0-0-01,4,0.6666666666666666,True
1103,17,14,010001,001010,011011,0--0--,2,0.3333333333333333,False
1104,17,15,010001,010100,000101,010-0-,4,0.6666666666666666,False
1105,17,16,010001,101000,111001,---00-,2,0.3333333333333333,False
1106,17,17,010001,010001,000000,010001,6,1.0,True
1107,17,18,010001,100011,110010,--00-1,3,0.5,True
1108,17,19,010001,000111,010110,0-0--1,3,0.5,True
1109,17,20,010001,001110,011111,0-----,1,0.16666666666666666,False
1110,17,21,010001,011100,001101,01--0-,3,0.5,False
1111,17,22,010001,111001,101000,-1-001,4,0.6666666666666666,True
1112,17,23,010001,110010,100011,-100--,3,0.5,False
1113,17,24,010001,100100,110101,--0-0-,2,0.3333333333333333,False
1114,17,25,010001,001001,011000,0--001,4,0.6666666666666666,True
1115,17,26,010001,010010,000011,0100--,4,0.6666666666666666,False
1116,17,27,010001,100101,110100,--0-01,3,0.5,True
1117,17,28,010001,001011,011010,0--0-1,3,0.5,True
1118,17,29,010001,010110,000111,010---,3,0.5,False
1119,17,30,010001,101100,111101,----0-,1,0.16666666666666666,False
1120,17,31,010001,011001,001000,01-001,5,0.8333333333333334,True
1121,17,32,010001,110011,100010,-100-1,4,0.6666666666666666,True
1122,17,33,010001,100110,110111,--0---,1,0.16666666666666666,False
1123,17,34,010001,001101,011100,0---01,3,0.5,True
1124,17,35,010001,011010,001011,01-0--,3,0.5,False
1125,17,36,010001,110100,100101,-10-0-,3,0.5,False
1126,17,37,010001,101001,111000,---001,3,0.5,True
1127,17,38,010001,010011,000010,0100-1,5,0.8333333333333334,True
1128,17,39,010001,100111,110110,--0--1,2,0.3333333333333333,True
1129,17,40,010001,001111,011110,0----1,2,0.3333333333333333,True
1130,17,41,010001,011110,001111,01----,2,0.3333333333333333,False
1131,17,42,010001,111101,101100,-1--01,3,0.5,True
1132,17,43,010001,111010,101011,-1-0--,2,0.3333333333333333,False
1133,17,44,010001,110101,100100,-10-01,4,0.6666666666666666,True
1134,17,45,010001,101010,111011,---0--,1,0.16666666666666666,False
1135,17,46,010001,010101,000100,010-01,5,0.8333333333333334,True
1136,17,47,010001,101011,111010,---0-1,2,0.3333333333333333,True
1137,17,48,010001,010111,000110,010--1,4,0.6666666666666666,True
1138,17,49,010001,101110,111111,------,0,0.0,False
1139,17,50,010001,011101,001100,01--01,4,0.6666666666666666,True
1140,17,51,010001,111011,101010,-1-0-1,3,0.5,True
1141,17,52,010001,110110,100111,-10---,2,0.3333333333333333,False
1142,17,53,010001,101101,111100,----01,2,0.3333333333333333,True
1143,17,54,010001,011011,001010,01-0-1,4,0.6666666666666666,True
1144,17,55,010001,110111,100110,-10--1,3,0.5,True
1145,17,56,010001,101111,111110,-----1,1,0.16666666666666666,True
1146,17,57,010001,011111,001110,01---1,3,0.5,True
1147,17,58,010001,111111,101110,-1---1,2,0.3333333333333333,True
1148,17,59,010001,111110,101111,-1----,1,0.16666666666666666,False
1149,17,60,010001,111100,101101,-1--0-,2,0.3333333333333333,False
1150,17,61,010001,111000,101001,-1-00-,3,0.5,False
1151,17,62,010001,110000,100001,-1000-,4,0.6666666666666666,False
1152,17,63,010001,100000,110001,--000-,3,0.5,False
1153,18,0,100011,000000,100011,-000--,3,0.5,False
1154,18,1,100011,000001,100010,-000-1,4,0.6666666666666666,True
1155,18,2,100011,000010,100001,-0001-,4,0.6666666666666666,False
1156,18,3,100011,000100,100111,-00---,2,0.3333333333333333,False
1157,18,4,100011,001000,101011,-0-0--,2,0.3333333333333333,False
1158,18,5,100011,010000,110011,--00--,2,0.3333333333333333,False
1159,18,6,100011,100001,000010,1000-1,5,0.8333333333333334,True
1160,18,7,100011,000011,100000,-00011,5,0.8333333333333334,True
1161,18,8,100011,000110,100101,-00-1-,3,0.5,False
1162,18,9,100011,001100,101111,-0----,1,0.16666666666666666,False
1163,18,10,100011,011000,111011,---0--,1,0.16666666666666666,False
1164,18,11,100011,110001,010010,1-00-1,4,0.6666666666666666,True
1165,18,12,100011,100010,000001,10001-,5,0.8333333333333334,True
1166,18,13,100011,000101,100110,-00--1,3,0.5,True
1167,18,14,100011,001010,101001,-0-01-,3,0.5,False
1168,18,15,100011,010100,110111,--0---,1,0.16666666666666666,False
1169,18,16,100011,101000,001011,10-0--,3,0.5,True
1170,18,17,100011,010001,110010,--00-1,3,0.5,True
1171,18,18,100011,100011,000000,100011,6,1.0,True
1172,18,19,100011,000111,100100,-00-11,4,0.6666666666666666,True
1173,18,20,100011,001110,101101,-0--1-,2,0.3333333333333333,False
1174,18,21,100011,011100,111111,------,0,0.0,False
1175,18,22,100011,111001,011010,1--0-1,3,0.5,True
1176,18,23,100011,110010,010001,1-001-,4,0.6666666666666666,True
1177,18,24,100011,100100,000111,100---,3,0.5,True
1178,18,25,100011,001001,101010,-0-0-1,3,0.5,True
1179,18,26,100011,010010,110001,--001-,3,0.5,False
1180,18,27,100011,100101,000110,100--1,4,0.6666666666666666,True
1181,18,28,100011,001011,101000,-0-011,4,0.6666666666666666,True
1182,18,29,100011,010110,110101,--0-1-,2,0.3333333333333333,False
1183,18,30,100011,101100,001111,10----,2,0.3333333333333333,True
1184,18,31,100011,011001,111010,---0-1,2,0.3333333333333333,True
1185,18,32,100011,110011,010000,1-0011,5,0.8333333333333334,True
1186,18,33,100011,100110,000101,100-1-,4,0.6666666666666666,True
1187,18,34,100011,001101,101110,-0---1,2,0.3333333333333333,True
1188,18,35,100011,011010,111001,---01-,2,0.3333333333333333,False
1189,18,36,100011,110100,010111,1-0---,2,0.3333333333333333,True
1190,18,37,100011,101001,001010,10-0-1,4,0.6666666666666666,True
1191,18,38,100011,010011,110000,--0011,4,0.6666666666666666,True
1192,18,39,100011,100111,000100,100-11,5,0.8333333333333334,True
1193,18,40,100011,001111,101100,-0--11,3,0.5,True
1194,18,41,100011,011110,111101,----1-,1,0.16666666666666666,False
1195,18,42,100011,111101,011110,1----1,2,0.3333333333333333,True
1196,18,43,100011,111010,011001,1--01-,3,0.5,True
1197,18,44,100011,110101,010110,1-0--1,3,0.5,True
1198,18,45,100011,101010,001001,10-01-,4,0.6666666666666666,True
1199,18,46,100011,010101,110110,--0--1,2,0.3333333333333333,True
1200,18,47,100011,101011,001000,10-011,5,0.8333333333333334,True
1201,18,48,100011,010111,110100,--0-11,3,0.5,True
1202,18,49,100011,101110,001101,10--1-,3,0.5,True
1203,18,50,100011,011101,111110,-----1,1,0.16666666666666666,True
1204,18,51,100011,111011,011000,1--011,4,0.6666666666666666,True
1205,18,52,100011,110110,010101,1-0-1-,3,0.5,True
1206,18,53,100011,101101,001110,10---1,3,0.5,True
1207,18,54,100011,011011,111000,---011,3,0.5,True
1208,18,55,100011,110111,010100,1-0-11,4,0.6666666666666666,True
1209,18,56,100011,101111,001100,10--11,4,0.6666666666666666,True
1210,18,57,100011,011111,111100,----11,2,0.3333333333333333,True
1211,18,58,100011,111111,011100,1---11,3,0.5,True
1212,18,59,100011,111110,011101,1---1-,2,0.3333333333333333,True
1213,18,60,100011,111100,011111,1-----,1,0.16666666666666666,True
1214,18,61,100011,111000,011011,1--0--,2,0.3333333333333333,True
1215,18,62,100011,110000,010011,1-00--,3,0.5,True
1216,18,63,100011,100000,000011,1000--,4,0.6666666666666666,True
1217,19,0,000111,000000,000111,000---,3,0.5,False
1218,19,1,000111,000001,000110,000--1,4,0.6666666666666666,True
1219,19,2,000111,000010,000101,000-1-,4,0.6666666666666666,False
1220,19,3,000111,000100,000011,0001--,4,0.6666666666666666,False
1221,19,4,000111,001000,001111,00----,2,0.3333333333333333,False
1222,19,5,000111,010000,010111,0-0---,2,0.3333333333333333,False
1223,19,6,000111,100001,100110,-00--1,3,0.5,True
1224,19,7,000111,000011,000100,000-11,5,0.8333333333333334,True
1225,19,8,000111,000110,000001,00011-,5,0.8333333333333334,False
1226,19,9,000111,001100,001011,00-1--,3,0.5,False
1227,19,10,000111,011000,011111,0-----,1,0.16666666666666666,False
1228,19,11,000111,110001,110110,--0--1,2,0.3333333333333333,True
1229,19,12,000111,100010,100101,-00-1-,3,0.5,False
1230,19,13,000111,000101,000010,0001-1,5,0.8333333333333334,True
1231,19,14,000111,001010,001101,00--1-,3,0.5,False
1232,19,15,000111,010100,010011,0-01--,3,0.5,False
1233,19,16,000111,101000,101111,-0----,1,0.16666666666666666,False
1234,19,17,000111,010001,010110,0-0--1,3,0.5,True
1235,19,18,000111,100011,100100,-00-11,4,0.6666666666666666,True
1236,19,19,000111,000111,000000,000111,6,1.0,True
1237,19,20,000111,001110,001001,00-11-,4,0.6666666666666666,False
1238,19,21,000111,011100,011011,0--1--,2,0.3333333333333333,False
1239,19,22,000111,111001,111110,-----1,1,0.16666666666666666,True
1240,19,23,000111,110010,110101,--0-1-,2,0.3333333333333333,False
1241,19,24,000111,100100,100011,-001--,3,0.5,False
1242,19,25,000111,001001,001110,00---1,3,0.5,True
1243,19,26,000111,010010,010101,0-0-1-,3,0.5,False
1244,19,27,000111,100101,100010,-001-1,4,0.6666666666666666,True
1245,19,28,000111,001011,001100,00--11,4,0.6666666666666666,True
1246,19,29,000111,010110,010001,0-011-,4,0.6666666666666666,False
1247,19,30,000111,101100,101011,-0-1--,2,0.3333333333333333,False
1248,19,31,000111,011001,011110,0----1,2,0.3333333333333333,True
