iteration,idxS,idxE,S,E,P,overlap,overlap_score,overlap_density,real_overlap
3215,50,14,011101,001010,010111,0-1---,2,0.3333333333333333,False
3216,50,15,011101,010100,001001,01-10-,4,0.6666666666666666,False
3217,50,16,011101,101000,110101,--1-0-,2,0.3333333333333333,False
3218,50,17,011101,010001,001100,01--01,4,0.6666666666666666,True
3219,50,18,011101,100011,111110,-----1,1,0.16666666666666666,True
3220,50,19,011101,000111,011010,0--1-1,3,0.5,True
3221,50,20,011101,001110,010011,0-11--,3,0.5,False
3222,50,21,011101,011100,000001,01110-,5,0.8333333333333334,False
3223,50,22,011101,111001,100100,-11-01,4,0.6666666666666666,True
3224,50,23,011101,110010,101111,-1----,1,0.16666666666666666,False
3225,50,24,011101,100100,111001,---10-,2,0.3333333333333333,False
3226,50,25,011101,001001,010100,0-1-01,4,0.6666666666666666,True
3227,50,26,011101,010010,001111,01----,2,0.3333333333333333,False
3228,50,27,011101,100101,111000,---101,3,0.5,True
3229,50,28,011101,001011,010110,0-1--1,3,0.5,True
3230,50,29,011101,010110,001011,01-1--,3,0.5,False
3231,50,30,011101,101100,110001,--110-,3,0.5,False
3232,50,31,011101,011001,000100,011-01,5,0.8333333333333334,True
3233,50,32,011101,110011,101110,-1---1,2,0.3333333333333333,True
3234,50,33,011101,100110,111011,---1--,1,0.16666666666666666,False
3235,50,34,011101,001101,010000,0-1101,5,0.8333333333333334,True
3236,50,35,011101,011010,000111,011---,3,0.5,False
3237,50,36,011101,110100,101001,-1-10-,3,0.5,False
3238,50,37,011101,101001,110100,--1-01,3,0.5,True
3239,50,38,011101,010011,001110,01---1,3,0.5,True
3240,50,39,011101,100111,111010,---1-1,2,0.3333333333333333,True
3241,50,40,011101,001111,010010,0-11-1,4,0.6666666666666666,True
3242,50,41,011101,011110,000011,0111--,4,0.6666666666666666,False
3243,50,42,011101,111101,100000,-11101,5,0.8333333333333334,True
3244,50,43,011101,111010,100111,-11---,2,0.3333333333333333,False
3245,50,44,011101,110101,101000,-1-101,4,0.6666666666666666,True
3246,50,45,011101,101010,110111,--1---,1,0.16666666666666666,False
3247,50,46,011101,010101,001000,01-101,5,0.8333333333333334,True
3248,50,47,011101,101011,110110,--1--1,2,0.3333333333333333,True
3249,50,48,011101,010111,001010,01-1-1,4,0.6666666666666666,True
3250,50,49,011101,101110,110011,--11--,2,0.3333333333333333,False
3251,50,50,011101,011101,000000,011101,6,1.0,True
3252,50,51,011101,111011,100110,-11--1,3,0.5,True
3253,50,52,011101,110110,101011,-1-1--,2,0.3333333333333333,False
3254,50,53,011101,101101,110000,--1101,4,0.6666666666666666,True
3255,50,54,011101,011011,000110,011--1,4,0.6666666666666666,True
3256,50,55,011101,110111,101010,-1-1-1,3,0.5,True
3257,50,56,011101,101111,110010,--11-1,3,0.5,True
3258,50,57,011101,011111,000010,0111-1,5,0.8333333333333334,True
3259,50,58,011101,111111,100010,-111-1,4,0.6666666666666666,True
3260,50,59,011101,111110,100011,-111--,3,0.5,False
3261,50,60,011101,111100,100001,-1110-,4,0.6666666666666666,False
3262,50,61,011101,111000,100101,-11-0-,3,0.5,False
3263,50,62,011101,110000,101101,-1--0-,2,0.3333333333333333,False
3264,50,63,011101,100000,111101,----0-,1,0.16666666666666666,False
3265,51,0,111011,000000,111011,---0--,1,0.16666666666666666,False
3266,51,1,111011,000001,111010,---0-1,2,0.3333333333333333,True
3267,51,2,111011,000010,111001,---01-,2,0.3333333333333333,False
3268,51,3,111011,000100,111111,------,0,0.0,False
3269,51,4,111011,001000,110011,--10--,2,0.3333333333333333,False
3270,51,5,111011,010000,101011,-1-0--,2,0.3333333333333333,False
3271,51,6,111011,100001,011010,1--0-1,3,0.5,True
3272,51,7,111011,000011,111000,---011,3,0.5,True
3273,51,8,111011,000110,111101,----1-,1,0.16666666666666666,False
3274,51,9,111011,001100,110111,--1---,1,0.16666666666666666,False
3275,51,10,111011,011000,100011,-110--,3,0.5,False
3276,51,11,111011,110001,001010,11-0-1,4,0.6666666666666666,True
3277,51,12,111011,100010,011001,1--01-,3,0.5,True
3278,51,13,111011,000101,111110,-----1,1,0.16666666666666666,True
3279,51,14,111011,001010,110001,--101-,3,0.5,False
3280,51,15,111011,010100,101111,-1----,1,0.16666666666666666,False
3281,51,16,111011,101000,010011,1-10--,3,0.5,True
3282,51,17,111011,010001,101010,-1-0-1,3,0.5,True
3283,51,18,111011,100011,011000,1--011,4,0.6666666666666666,True
3284,51,19,111011,000111,111100,----11,2,0.3333333333333333,True
3285,51,20,111011,001110,110101,--1-1-,2,0.3333333333333333,False
3286,51,21,111011,011100,100111,-11---,2,0.3333333333333333,False
3287,51,22,111011,111001,000010,1110-1,5,0.8333333333333334,True
3288,51,23,111011,110010,001001,11-01-,4,0.6666666666666666,True
3289,51,24,111011,100100,011111,1-----,1,0.16666666666666666,True
3290,51,25,111011,001001,110010,--10-1,3,0.5,True
3291,51,26,111011,010010,101001,-1-01-,3,0.5,False
3292,51,27,111011,100101,011110,1----1,2,0.3333333333333333,True
3293,51,28,111011,001011,110000,--1011,4,0.6666666666666666,True
3294,51,29,111011,010110,101101,-1--1-,2,0.3333333333333333,False
3295,51,30,111011,101100,010111,1-1---,2,0.3333333333333333,True
3296,51,31,111011,011001,100010,-110-1,4,0.6666666666666666,True
3297,51,32,111011,110011,001000,11-011,5,0.8333333333333334,True
3298,51,33,111011,100110,011101,1---1-,2,0.3333333333333333,True
3299,51,34,111011,001101,110110,--1--1,2,0.3333333333333333,True
3300,51,35,111011,011010,100001,-1101-,4,0.6666666666666666,False
3301,51,36,111011,110100,001111,11----,2,0.3333333333333333,True
3302,51,37,111011,101001,010010,1-10-1,4,0.6666666666666666,True
3303,51,38,111011,010011,101000,-1-011,4,0.6666666666666666,True
3304,51,39,111011,100111,011100,1---11,3,0.5,True
3305,51,40,111011,001111,110100,--1-11,3,0.5,True
3306,51,41,111011,011110,100101,-11-1-,3,0.5,False
3307,51,42,111011,111101,000110,111--1,4,0.6666666666666666,True
3308,51,43,111011,111010,000001,11101-,5,0.8333333333333334,True
3309,51,44,111011,110101,001110,11---1,3,0.5,True
3310,51,45,111011,101010,010001,1-101-,4,0.6666666666666666,True
3311,51,46,111011,010101,101110,-1---1,2,0.3333333333333333,True
3312,51,47,111011,101011,010000,1-1011,5,0.8333333333333334,True
3313,51,48,111011,010111,101100,-1--11,3,0.5,True
3314,51,49,111011,101110,010101,1-1-1-,3,0.5,True
3315,51,50,111011,011101,100110,-11--1,3,0.5,True
3316,51,51,111011,111011,000000,111011,6,1.0,True
3317,51,52,111011,110110,001101,11--1-,3,0.5,True
3318,51,53,111011,101101,010110,1-1--1,3,0.5,True
3319,51,54,111011,011011,100000,-11011,5,0.8333333333333334,True
3320,51,55,111011,110111,001100,11--11,4,0.6666666666666666,True
3321,51,56,111011,101111,010100,1-1-11,4,0.6666666666666666,True
3322,51,57,111011,011111,100100,-11-11,4,0.6666666666666666,True
3323,51,58,111011,111111,000100,111-11,5,0.8333333333333334,True
3324,51,59,111011,111110,000101,111-1-,4,0.6666666666666666,True
3325,51,60,111011,111100,000111,111---,3,0.5,True
3326,51,61,111011,111000,000011,1110--,4,0.6666666666666666,True
3327,51,62,111011,110000,001011,11-0--,3,0.5,True
3328,51,63,111011,100000,011011,1--0--,2,0.3333333333333333,True
3329,52,0,110110,000000,110110,--0--0,2,0.3333333333333333,False
3330,52,1,110110,000001,110111,--0---,1,0.16666666666666666,False
3331,52,2,110110,000010,110100,--0-10,3,0.5,False
3332,52,3,110110,000100,110010,--01-0,3,0.5,False
3333,52,4,110110,001000,111110,-----0,1,0.16666666666666666,False
3334,52,5,110110,010000,100110,-10--0,3,0.5,False
3335,52,6,110110,100001,010111,1-0---,2,0.3333333333333333,True
3336,52,7,110110,000011,110101,--0-1-,2,0.3333333333333333,False
3337,52,8,110110,000110,110000,--0110,4,0.6666666666666666,False
3338,52,9,110110,001100,111010,---1-0,2,0.3333333333333333,False
3339,52,10,110110,011000,101110,-1---0,2,0.3333333333333333,False
3340,52,11,110110,110001,000111,110---,3,0.5,True
3341,52,12,110110,100010,010100,1-0-10,4,0.6666666666666666,True
3342,52,13,110110,000101,110011,--01--,2,0.3333333333333333,False
3343,52,14,110110,001010,111100,----10,2,0.3333333333333333,False
3344,52,15,110110,010100,100010,-101-0,4,0.6666666666666666,False
3345,52,16,110110,101000,011110,1----0,2,0.3333333333333333,True
3346,52,17,110110,010001,100111,-10---,2,0.3333333333333333,False
3347,52,18,110110,100011,010101,1-0-1-,3,0.5,True
3348,52,19,110110,000111,110001,--011-,3,0.5,False
3349,52,20,110110,001110,111000,---110,3,0.5,False
3350,52,21,110110,011100,101010,-1-1-0,3,0.5,False
3351,52,22,110110,111001,001111,11----,2,0.3333333333333333,True
3352,52,23,110110,110010,000100,110-10,5,0.8333333333333334,True
3353,52,24,110110,100100,010010,1-01-0,4,0.6666666666666666,True
3354,52,25,110110,001001,111111,------,0,0.0,False
3355,52,26,110110,010010,100100,-10-10,4,0.6666666666666666,False
3356,52,27,110110,100101,010011,1-01--,3,0.5,True
3357,52,28,110110,001011,111101,----1-,1,0.16666666666666666,False
3358,52,29,110110,010110,100000,-10110,5,0.8333333333333334,False
3359,52,30,110110,101100,011010,1--1-0,3,0.5,True
3360,52,31,110110,011001,101111,-1----,1,0.16666666666666666,False
3361,52,32,110110,110011,000101,110-1-,4,0.6666666666666666,True
3362,52,33,110110,100110,010000,1-0110,5,0.8333333333333334,True
3363,52,34,110110,001101,111011,---1--,1,0.16666666666666666,False
3364,52,35,110110,011010,101100,-1--10,3,0.5,False
3365,52,36,110110,110100,000010,1101-0,5,0.8333333333333334,True
3366,52,37,110110,101001,011111,1-----,1,0.16666666666666666,True
3367,52,38,110110,010011,100101,-10-1-,3,0.5,False
3368,52,39,110110,100111,010001,1-011-,4,0.6666666666666666,True
3369,52,40,110110,001111,111001,---11-,2,0.3333333333333333,False
3370,52,41,110110,011110,101000,-1-110,4,0.6666666666666666,False
3371,52,42,110110,111101,001011,11-1--,3,0.5,True
3372,52,43,110110,111010,001100,11--10,4,0.6666666666666666,True
3373,52,44,110110,110101,000011,1101--,4,0.6666666666666666,True
3374,52,45,110110,101010,011100,1---10,3,0.5,True
3375,52,46,110110,010101,100011,-101--,3,0.5,False
3376,52,47,110110,101011,011101,1---1-,2,0.3333333333333333,True
3377,52,48,110110,010111,100001,-1011-,4,0.6666666666666666,False
3378,52,49,110110,101110,011000,1--110,4,0.6666666666666666,True
3379,52,50,110110,011101,101011,-1-1--,2,0.3333333333333333,False
3380,52,51,110110,111011,001101,11--1-,3,0.5,True
3381,52,52,110110,110110,000000,110110,6,1.0,True
3382,52,53,110110,101101,011011,1--1--,2,0.3333333333333333,True
3383,52,54,110110,011011,101101,-1--1-,2,0.3333333333333333,False
3384,52,55,110110,110111,000001,11011-,5,0.8333333333333334,True
3385,52,56,110110,101111,011001,1--11-,3,0.5,True
3386,52,57,110110,011111,101001,-1-11-,3,0.5,False
3387,52,58,110110,111111,001001,11-11-,4,0.6666666666666666,True
3388,52,59,110110,111110,001000,11-110,5,0.8333333333333334,True
3389,52,60,110110,111100,001010,11-1-0,4,0.6666666666666666,True
3390,52,61,110110,111000,001110,11---0,3,0.5,True
3391,52,62,110110,110000,000110,110--0,4,0.6666666666666666,True
3392,52,63,110110,100000,010110,1-0--0,3,0.5,True
3393,53,0,101101,000000,101101,-0--0-,2,0.3333333333333333,False
3394,53,1,101101,000001,101100,-0--01,3,0.5,True
3395,53,2,101101,000010,101111,-0----,1,0.16666666666666666,False
3396,53,3,101101,000100,101001,-0-10-,3,0.5,False
3397,53,4,101101,001000,100101,-01-0-,3,0.5,False
3398,53,5,101101,010000,111101,----0-,1,0.16666666666666666,False
3399,53,6,101101,100001,001100,10--01,4,0.6666666666666666,True
3400,53,7,101101,000011,101110,-0---1,2,0.3333333333333333,True
3401,53,8,101101,000110,101011,-0-1--,2,0.3333333333333333,False
3402,53,9,101101,001100,100001,-0110-,4,0.6666666666666666,False
3403,53,10,101101,011000,110101,--1-0-,2,0.3333333333333333,False
3404,53,11,101101,110001,011100,1---01,3,0.5,True
3405,53,12,101101,100010,001111,10----,2,0.3333333333333333,True
3406,53,13,101101,000101,101000,-0-101,4,0.6666666666666666,True
3407,53,14,101101,001010,100111,-01---,2,0.3333333333333333,False
3408,53,15,101101,010100,111001,---10-,2,0.3333333333333333,False
3409,53,16,101101,101000,000101,101-0-,4,0.6666666666666666,True
3410,53,17,101101,010001,111100,----01,2,0.3333333333333333,True
3411,53,18,101101,100011,001110,10---1,3,0.5,True
3412,53,19,101101,000111,101010,-0-1-1,3,0.5,True
3413,53,20,101101,001110,100011,-011--,3,0.5,False
3414,53,21,101101,011100,110001,--110-,3,0.5,False
3415,53,22,101101,111001,010100,1-1-01,4,0.6666666666666666,True
3416,53,23,101101,110010,011111,1-----,1,0.16666666666666666,True
3417,53,24,101101,100100,001001,10-10-,4,0.6666666666666666,True
3418,53,25,101101,001001,100100,-01-01,4,0.6666666666666666,True
3419,53,26,101101,010010,111111,------,0,0.0,False
3420,53,27,101101,100101,001000,10-101,5,0.8333333333333334,True
3421,53,28,101101,001011,100110,-01--1,3,0.5,True
3422,53,29,101101,010110,111011,---1--,1,0.16666666666666666,False
3423,53,30,101101,101100,000001,10110-,5,0.8333333333333334,True
3424,53,31,101101,011001,110100,--1-01,3,0.5,True
3425,53,32,101101,110011,011110,1----1,2,0.3333333333333333,True
3426,53,33,101101,100110,001011,10-1--,3,0.5,True
3427,53,34,101101,001101,100000,-01101,5,0.8333333333333334,True
3428,53,35,101101,011010,110111,--1---,1,0.16666666666666666,False
3429,53,36,101101,110100,011001,1--10-,3,0.5,True
3430,53,37,101101,101001,000100,101-01,5,0.8333333333333334,True
3431,53,38,101101,010011,111110,-----1,1,0.16666666666666666,True
3432,53,39,101101,100111,001010,10-1-1,4,0.6666666666666666,True
3433,53,40,101101,001111,100010,-011-1,4,0.6666666666666666,True
3434,53,41,101101,011110,110011,--11--,2,0.3333333333333333,False
3435,53,42,101101,111101,010000,1-1101,5,0.8333333333333334,True
3436,53,43,101101,111010,010111,1-1---,2,0.3333333333333333,True
3437,53,44,101101,110101,011000,1--101,4,0.6666666666666666,True
3438,53,45,101101,101010,000111,101---,3,0.5,True
3439,53,46,101101,010101,111000,---101,3,0.5,True
3440,53,47,101101,101011,000110,101--1,4,0.6666666666666666,True
3441,53,48,101101,010111,111010,---1-1,2,0.3333333333333333,True
3442,53,49,101101,101110,000011,1011--,4,0.6666666666666666,True
3443,53,50,101101,011101,110000,--1101,4,0.6666666666666666,True
3444,53,51,101101,111011,010110,1-1--1,3,0.5,True
3445,53,52,101101,110110,011011,1--1--,2,0.3333333333333333,True
3446,53,53,101101,101101,000000,101101,6,1.0,True
3447,53,54,101101,011011,110110,--1--1,2,0.3333333333333333,True
3448,53,55,101101,110111,011010,1--1-1,3,0.5,True
3449,53,56,101101,101111,000010,1011-1,5,0.8333333333333334,True
3450,53,57,101101,011111,110010,--11-1,3,0.5,True
3451,53,58,101101,111111,010010,1-11-1,4,0.6666666666666666,True
3452,53,59,101101,111110,010011,1-11--,3,0.5,True
3453,53,60,101101,111100,010001,1-110-,4,0.6666666666666666,True
3454,53,61,101101,111000,010101,1-1-0-,3,0.5,True
3455,53,62,101101,110000,011101,1---0-,2,0.3333333333333333,True
3456,53,63,101101,100000,001101,10--0-,3,0.5,True
3457,54,0,011011,000000,011011,0--0--,2,0.3333333333333333,False
3458,54,1,011011,000001,011010,0--0-1,3,0.5,True
3459,54,2,011011,000010,011001,0--01-,3,0.5,False
3460,54,3,011011,000100,011111,0-----,1,0.16666666666666666,False
3461,54,4,011011,001000,010011,0-10--,3,0.5,False
3462,54,5,011011,010000,001011,01-0--,3,0.5,False
3463,54,6,011011,100001,111010,---0-1,2,0.3333333333333333,True
3464,54,7,011011,000011,011000,0--011,4,0.6666666666666666,True
3465,54,8,011011,000110,011101,0---1-,2,0.3333333333333333,False
3466,54,9,011011,001100,010111,0-1---,2,0.3333333333333333,False
3467,54,10,011011,011000,000011,0110--,4,0.6666666666666666,False
3468,54,11,011011,110001,101010,-1-0-1,3,0.5,True
3469,54,12,011011,100010,111001,---01-,2,0.3333333333333333,False
3470,54,13,011011,000101,011110,0----1,2,0.3333333333333333,True
3471,54,14,011011,001010,010001,0-101-,4,0.6666666666666666,False
3472,54,15,011011,010100,001111,01----,2,0.3333333333333333,False
3473,54,16,011011,101000,110011,--10--,2,0.3333333333333333,False
3474,54,17,011011,010001,001010,01-0-1,4,0.6666666666666666,True
3475,54,18,011011,100011,111000,---011,3,0.5,True
3476,54,19,011011,000111,011100,0---11,3,0.5,True
3477,54,20,011011,001110,010101,0-1-1-,3,0.5,False
3478,54,21,011011,011100,000111,011---,3,0.5,False
3479,54,22,011011,111001,100010,-110-1,4,0.6666666666666666,True
3480,54,23,011011,110010,101001,-1-01-,3,0.5,False
3481,54,24,011011,100100,111111,------,0,0.0,False
3482,54,25,011011,001001,010010,0-10-1,4,0.6666666666666666,True
3483,54,26,011011,010010,001001,01-01-,4,0.6666666666666666,False
3484,54,27,011011,100101,111110,-----1,1,0.16666666666666666,True
3485,54,28,011011,001011,010000,0-1011,5,0.8333333333333334,True
3486,54,29,011011,010110,001101,01--1-,3,0.5,False
3487,54,30,011011,101100,110111,--1---,1,0.16666666666666666,False
3488,54,31,011011,011001,000010,0110-1,5,0.8333333333333334,True
3489,54,32,011011,110011,101000,-1-011,4,0.6666666666666666,True
3490,54,33,011011,100110,111101,----1-,1,0.16666666666666666,False
3491,54,34,011011,001101,010110,0-1--1,3,0.5,True
3492,54,35,011011,011010,000001,01101-,5,0.8333333333333334,False
3493,54,36,011011,110100,101111,-1----,1,0.16666666666666666,False
3494,54,37,011011,101001,110010,--10-1,3,0.5,True
3495,54,38,011011,010011,001000,01-011,5,0.8333333333333334,True
3496,54,39,011011,100111,111100,----11,2,0.3333333333333333,True
3497,54,40,011011,001111,010100,0-1-11,4,0.6666666666666666,True
3498,54,41,011011,011110,000101,011-1-,4,0.6666666666666666,False
3499,54,42,011011,111101,100110,-11--1,3,0.5,True
3500,54,43,011011,111010,100001,-1101-,4,0.6666666666666666,False
3501,54,44,011011,110101,101110,-1---1,2,0.3333333333333333,True
3502,54,45,011011,101010,110001,--101-,3,0.5,False
3503,54,46,011011,010101,001110,01---1,3,0.5,True
3504,54,47,011011,101011,110000,--1011,4,0.6666666666666666,True
3505,54,48,011011,010111,001100,01--11,4,0.6666666666666666,True
3506,54,49,011011,101110,110101,--1-1-,2,0.3333333333333333,False
3507,54,50,011011,011101,000110,011--1,4,0.6666666666666666,True
3508,54,51,011011,111011,100000,-11011,5,0.8333333333333334,True
3509,54,52,011011,110110,101101,-1--1-,2,0.3333333333333333,False
3510,54,53,011011,101101,110110,--1--1,2,0.3333333333333333,True
3511,54,54,011011,011011,000000,011011,6,1.0,True
3512,54,55,011011,110111,101100,-1--11,3,0.5,True
3513,54,56,011011,101111,110100,--1-11,3,0.5,True
3514,54,57,011011,011111,000100,011-11,5,0.8333333333333334,True
3515,54,58,011011,111111,100100,-11-11,4,0.6666666666666666,True
3516,54,59,011011,111110,100101,-11-1-,3,0.5,False
3517,54,60,011011,111100,100111,-11---,2,0.3333333333333333,False
3518,54,61,011011,111000,100011,-110--,3,0.5,False
3519,54,62,011011,110000,101011,-1-0--,2,0.3333333333333333,False
3520,54,63,011011,100000,111011,---0--,1,0.16666666666666666,False
3521,55,0,110111,000000,110111,--0---,1,0.16666666666666666,False
3522,55,1,110111,000001,110110,--0--1,2,0.3333333333333333,True
3523,55,2,110111,000010,110101,--0-1-,2,0.3333333333333333,False
3524,55,3,110111,000100,110011,--01--,2,0.3333333333333333,False
3525,55,4,110111,001000,111111,------,0,0.0,False
3526,55,5,110111,010000,100111,-10---,2,0.3333333333333333,False
3527,55,6,110111,100001,010110,1-0--1,3,0.5,True
3528,55,7,110111,000011,110100,--0-11,3,0.5,True
3529,55,8,110111,000110,110001,--011-,3,0.5,False
3530,55,9,110111,001100,111011,---1--,1,0.16666666666666666,False
3531,55,10,110111,011000,101111,-1----,1,0.16666666666666666,False
3532,55,11,110111,110001,000110,110--1,4,0.6666666666666666,True
3533,55,12,110111,100010,010101,1-0-1-,3,0.5,True
3534,55,13,110111,000101,110010,--01-1,3,0.5,True
3535,55,14,110111,001010,111101,----1-,1,0.16666666666666666,False
3536,55,15,110111,010100,100011,-101--,3,0.5,False
3537,55,16,110111,101000,011111,1-----,1,0.16666666666666666,True
3538,55,17,110111,010001,100110,-10--1,3,0.5,True
3539,55,18,110111,100011,010100,1-0-11,4,0.6666666666666666,True
3540,55,19,110111,000111,110000,--0111,4,0.6666666666666666,True
3541,55,20,110111,001110,111001,---11-,2,0.3333333333333333,False
3542,55,21,110111,011100,101011,-1-1--,2,0.3333333333333333,False
3543,55,22,110111,111001,001110,11---1,3,0.5,True
3544,55,23,110111,110010,000101,110-1-,4,0.6666666666666666,True
3545,55,24,110111,100100,010011,1-01--,3,0.5,True
3546,55,25,110111,001001,111110,-----1,1,0.16666666666666666,True
3547,55,26,110111,010010,100101,-10-1-,3,0.5,False
3548,55,27,110111,100101,010010,1-01-1,4,0.6666666666666666,True
3549,55,28,110111,001011,111100,----11,2,0.3333333333333333,True
3550,55,29,110111,010110,100001,-1011-,4,0.6666666666666666,False
3551,55,30,110111,101100,011011,1--1--,2,0.3333333333333333,True
3552,55,31,110111,011001,101110,-1---1,2,0.3333333333333333,True
3553,55,32,110111,110011,000100,110-11,5,0.8333333333333334,True
3554,55,33,110111,100110,010001,1-011-,4,0.6666666666666666,True
3555,55,34,110111,001101,111010,---1-1,2,0.3333333333333333,True
3556,55,35,110111,011010,101101,-1--1-,2,0.3333333333333333,False
3557,55,36,110111,110100,000011,1101--,4,0.6666666666666666,True
3558,55,37,110111,101001,011110,1----1,2,0.3333333333333333,True
3559,55,38,110111,010011,100100,-10-11,4,0.6666666666666666,True
3560,55,39,110111,100111,010000,1-0111,5,0.8333333333333334,True
3561,55,40,110111,001111,111000,---111,3,0.5,True
3562,55,41,110111,011110,101001,-1-11-,3,0.5,False
3563,55,42,110111,111101,001010,11-1-1,4,0.6666666666666666,True
3564,55,43,110111,111010,001101,11--1-,3,0.5,True
3565,55,44,110111,110101,000010,1101-1,5,0.8333333333333334,True
3566,55,45,110111,101010,011101,1---1-,2,0.3333333333333333,True
3567,55,46,110111,010101,100010,-101-1,4,0.6666666666666666,True
3568,55,47,110111,101011,011100,1---11,3,0.5,True
3569,55,48,110111,010111,100000,-10111,5,0.8333333333333334,True
3570,55,49,110111,101110,011001,1--11-,3,0.5,True
3571,55,50,110111,011101,101010,-1-1-1,3,0.5,True
3572,55,51,110111,111011,001100,11--11,4,0.6666666666666666,True
3573,55,52,110111,110110,000001,11011-,5,0.8333333333333334,True
3574,55,53,110111,101101,011010,1--1-1,3,0.5,True
3575,55,54,110111,011011,101100,-1--11,3,0.5,True
3576,55,55,110111,110111,000000,110111,6,1.0,True
3577,55,56,110111,101111,011000,1--111,4,0.6666666666666666,True
3578,55,57,110111,011111,101000,-1-111,4,0.6666666666666666,True
3579,55,58,110111,111111,001000,11-111,5,0.8333333333333334,True
3580,55,59,110111,111110,001001,11-11-,4,0.6666666666666666,True
3581,55,60,110111,111100,001011,11-1--,3,0.5,True
3582,55,61,110111,111000,001111,11----,2,0.3333333333333333,True
3583,55,62,110111,110000,000111,110---,3,0.5,True
3584,55,63,110111,100000,010111,1-0---,2,0.3333333333333333,True
3585,56,0,101111,000000,101111,-0----,1,0.16666666666666666,False
3586,56,1,101111,000001,101110,-0---1,2,0.3333333333333333,True
3587,56,2,101111,000010,101101,-0--1-,2,0.3333333333333333,False
3588,56,3,101111,000100,101011,-0-1--,2,0.3333333333333333,False
3589,56,4,101111,001000,100111,-01---,2,0.3333333333333333,False
3590,56,5,101111,010000,111111,------,0,0.0,False
3591,56,6,101111,100001,001110,10---1,3,0.5,True
3592,56,7,101111,000011,101100,-0--11,3,0.5,True
3593,56,8,101111,000110,101001,-0-11-,3,0.5,False
3594,56,9,101111,001100,100011,-011--,3,0.5,False
3595,56,10,101111,011000,110111,--1---,1,0.16666666666666666,False
3596,56,11,101111,110001,011110,1----1,2,0.3333333333333333,True
3597,56,12,101111,100010,001101,10--1-,3,0.5,True
3598,56,13,101111,000101,101010,-0-1-1,3,0.5,True
3599,56,14,101111,001010,100101,-01-1-,3,0.5,False
3600,56,15,101111,010100,111011,---1--,1,0.16666666666666666,False
3601,56,16,101111,101000,000111,101---,3,0.5,True
3602,56,17,101111,010001,111110,-----1,1,0.16666666666666666,True
3603,56,18,101111,100011,001100,10--11,4,0.6666666666666666,True
3604,56,19,101111,000111,101000,-0-111,4,0.6666666666666666,True
3605,56,20,101111,001110,100001,-0111-,4,0.6666666666666666,False
3606,56,21,101111,011100,110011,--11--,2,0.3333333333333333,False
3607,56,22,101111,111001,010110,1-1--1,3,0.5,True
3608,56,23,101111,110010,011101,1---1-,2,0.3333333333333333,True
3609,56,24,101111,100100,001011,10-1--,3,0.5,True
3610,56,25,101111,001001,100110,-01--1,3,0.5,True
3611,56,26,101111,010010,111101,----1-,1,0.16666666666666666,False
3612,56,27,101111,100101,001010,10-1-1,4,0.6666666666666666,True
3613,56,28,101111,001011,100100,-01-11,4,0.6666666666666666,True
3614,56,29,101111,010110,111001,---11-,2,0.3333333333333333,False
3615,56,30,101111,101100,000011,1011--,4,0.6666666666666666,True
3616,56,31,101111,011001,110110,--1--1,2,0.3333333333333333,True
3617,56,32,101111,110011,011100,1---11,3,0.5,True
3618,56,33,101111,100110,001001,10-11-,4,0.6666666666666666,True
3619,56,34,101111,001101,100010,-011-1,4,0.6666666666666666,True
3620,56,35,101111,011010,110101,--1-1-,2,0.3333333333333333,False
3621,56,36,101111,110100,011011,1--1--,2,0.3333333333333333,True
3622,56,37,101111,101001,000110,101--1,4,0.6666666666666666,True
3623,56,38,101111,010011,111100,----11,2,0.3333333333333333,True
3624,56,39,101111,100111,001000,10-111,5,0.8333333333333334,True
3625,56,40,101111,001111,100000,-01111,5,0.8333333333333334,True
3626,56,41,101111,011110,110001,--111-,3,0.5,False
3627,56,42,101111,111101,010010,1-11-1,4,0.6666666666666666,True
3628,56,43,101111,111010,010101,1-1-1-,3,0.5,True
3629,56,44,101111,110101,011010,1--1-1,3,0.5,True
3630,56,45,101111,101010,000101,101-1-,4,0.6666666666666666,True
3631,56,46,101111,010101,111010,---1-1,2,0.3333333333333333,True
3632,56,47,101111,101011,000100,101-11,5,0.8333333333333334,True
3633,56,48,101111,010111,111000,---111,3,0.5,True
3634,56,49,101111,101110,000001,10111-,5,0.8333333333333334,True
3635,56,50,101111,011101,110010,--11-1,3,0.5,True
3636,56,51,101111,111011,010100,1-1-11,4,0.6666666666666666,True
3637,56,52,101111,110110,011001,1--11-,3,0.5,True
3638,56,53,101111,101101,000010,1011-1,5,0.8333333333333334,True
3639,56,54,101111,011011,110100,--1-11,3,0.5,True
3640,56,55,101111,110111,011000,1--111,4,0.6666666666666666,True
3641,56,56,101111,101111,000000,101111,6,1.0,True
3642,56,57,101111,011111,110000,--1111,4,0.6666666666666666,True
3643,56,58,101111,111111,010000,1-1111,5,0.8333333333333334,True
3644,56,59,101111,111110,010001,1-111-,4,0.6666666666666666,True
3645,56,60,101111,111100,010011,1-11--,3,0.5,True
3646,56,61,101111,111000,010111,1-1---,2,0.3333333333333333,True
3647,56,62,101111,110000,011111,1-----,1,0.16666666666666666,True
3648,56,63,101111,100000,001111,10----,2,0.3333333333333333,True
3649,57,0,011111,000000,011111,0-----,1,0.16666666666666666,False
3650,57,1,011111,000001,011110,0----1,2,0.3333333333333333,True
